13.4,34.5,64.1,23.9,61.3,73.9,86.6,45.1,84.5,0.603302121
93.7,70.4,54.9,85.9,57.7,77.5,17.6,43,41.5,0.581987202
16.2,72.5,78.9,4.9,95.1,86.6,75.4,12,43,0.772038877
88,77.5,55.6,43,78.2,47.9,34.5,28.9,33.8,0.557427108
90.1,69.7,3.5,90.1,14.8,41.5,39.4,92.3,59.2,0.177156523
43,62.7,50,35.9,52.1,69,54.2,9.9,92.3,0.579558134
54.2,60.6,66.2,5.6,53.5,81,78.9,0.7,75.4,0.630264163
12,71.8,83.8,0.7,87.3,64.8,44.4,38.7,34.5,0.829676688
76.8,55.6,28.9,80.3,40.1,71.1,20.4,97.9,38,0.528102994
90.8,64.8,57.7,64.8,39.4,91.5,21.8,84.5,10.6,0.663282335
28.9,26.1,65.5,31,57,4.2,70.4,80.3,67.6,0.47354579
80.3,76.8,16.9,67.6,66.2,67.6,14.8,81,23.9,0.47653383
62.7,43.7,38,79.6,72.5,83.8,14.8,91.5,62.7,0.612888575
69,97.9,25.4,19,97.2,97.9,64.8,7,18.3,0.648545027
75.4,27.5,47.9,87.3,92.3,63.4,35.9,0.7,80.3,0.557621598
64.8,58.5,46.5,73.9,25.4,13.4,28.9,76.8,59.2,0.354431003
63.4,84.5,82.4,4.2,57.7,70.4,56.3,10.6,28.2,0.74832505
18.3,29.6,59.9,14.8,78.9,23.9,32.4,93.7,52.8,0.569773257
20.4,51.4,60.6,50,30.3,50.7,21.1,44.4,97.2,0.629063189
79.6,40.8,70.4,73.2,49.3,63.4,24.6,65.5,30.3,0.608080924
93,95.8,2.1,66.9,71.1,39.4,43,39.4,20.4,0.286124796
78.2,36.6,31.7,93,26.8,57,90.1,47.9,47.9,0.055540726
95.8,83.1,58.5,31.7,21.8,78.9,42.3,30.3,35.9,0.629202545
9.2,42.3,50.7,31.7,86.6,44.4,18.3,59.2,66.2,0.583135784
62,47.9,43.7,65.5,59.9,61.3,12.7,35.2,68.3,0.554458678
92.3,31,13.4,78.9,13.4,31,78.9,69.7,65.5,0.076503001
43.7,54.2,45.8,59.9,34.5,80.3,43.7,50,47.2,0.54980582
34.5,49.3,36.6,57.7,47.2,45.8,23.9,68.3,59.2,0.47995162
22.5,62.7,93.7,21.8,36.6,73.2,57,15.5,49.3,0.775064766
14.8,26.8,64.8,34.5,54.9,28.9,89.4,29.6,73.9,0.487020522
25.4,35.2,66.9,53.5,71.8,24.6,52.8,32.4,58.5,0.512189388
46.5,57,93,35.2,9.9,44.4,67.6,0.7,75.4,0.568433285
57.7,67.6,81,44.4,56.3,33.1,32.4,17.6,37.3,0.608913422
26.8,47.9,52.8,16.2,77.5,45.8,98.6,52.8,9.2,0.497170448
7.7,38,44.4,6.3,23.9,60.6,76.1,37.3,93.7,0.545626998
35.2,78.9,85.2,19.7,62.7,67.6,77.5,0.7,4.2,0.672332168
60.6,43,29.6,42.3,24.6,34.5,73.2,59.2,51.4,0.329919368
22.5,55.6,47.9,43,42.3,29.6,82.4,15.5,61.3,0.39019379
16.9,17.6,33.1,39.4,85.2,10.6,82.4,87.3,25.4,0.402166784
68.3,24.6,26.8,78.2,35.2,8.5,12,97.2,54.2,0.359461814
38,73.2,68.3,29.6,68.3,43.7,74.6,7.7,10.6,0.540295422
86.6,29.6,42.3,48.6,73.9,19.7,65.5,66.2,1.4,0.396688908
11.3,33.8,71.1,12,69,59.2,73.9,20.4,45.8,0.634794712
17.6,28.9,71.8,1.4,53.5,24.6,94.4,21.1,61.3,0.516083837
47.2,69,14.8,13.4,32.4,7,59.9,89.4,23.9,0.324481726
3.5,13.4,53.5,28.2,15.5,14.1,62,60.6,96.5,0.454713523
98.6,59.2,26.1,83.1,14.1,28.2,4.9,78.9,21.8,0.157234192
97.2,31,12.7,88.7,2.1,26.8,49.3,76.1,42.3,0.018515784
67.6,52.8,44.4,71.8,8.5,31.7,62,13.4,55.6,0.06074518
10.6,40.1,56.3,2.1,55.6,16.2,95.1,48.6,31.7,0.451259553
33.8,50.7,27.5,10.6,38.7,39.4,24.6,57.7,63.4,0.478868842
15.5,50,56.3,7,65.5,72.5,88.7,15.5,21.1,0.579817057
69.7,25.4,15.5,69,17.6,39.4,16.2,52.1,82.4,0.361439884
82.4,15.5,35.9,98.6,7,22.5,78.2,0.7,83.1,0.004215694
47.9,65.5,82.4,9.2,57.7,66.2,7,26.1,13.4,0.86070329
96.5,57,0.7,97.2,28.9,50.7,45.8,57,0.7,0.004122799
31.7,31,33.8,62.7,82.4,47.9,5.6,38,40.1,0.478135169
91.5,9.9,20.4,83.8,27.5,34.5,71.8,75.4,14.1,0.048245277
29.6,12,37.3,47.9,69.7,2.8,88,25.4,51.4,0.388825238
38.7,20.4,38.7,47.2,60.6,49.3,57.7,54.9,19,0.419488966
30.3,38.7,73.9,11.3,45.1,33.1,54.9,62.7,5.6,0.538394392
2.8,21.8,61.3,26.8,45.1,14.1,71.8,14.1,74.6,0.457592756
83.8,54.2,52.1,70.4,28.2,78.2,46.5,1.7,12,0.263712227
23.9,91.5,6.3,15.5,47.2,21.1,32.4,31,38.7,0.346422404
94.4,36.6,10.6,92.3,21.8,18.3,54.9,56.3,17.6,0.006303394
72.5,39.4,23.9,54.9,9.9,54.9,83.8,35.9,26.8,0.064916134
83.1,35.2,21.8,64.1,4.9,24.6,90.8,0.7,64.1,0.011320621
21.8,46.5,73.9,2.8,20.4,45.8,90.8,46.5,7,0.448107809
66.9,10.6,16.9,89.4,7.7,19.7,44.4,90.1,35.2,0.058989719
57,53.5,33.8,56.3,28.9,29.6,96.5,9.2,15.5,0.062322289
84.5,60.6,41.5,41.5,6.9,23.2,81.7,24.6,2.8,0.059782609
59.2,1.4,5.6,60.6,26.1,11.3,85.2,72.5,43.7,0.163822472
26.1,43.7,51.4,23.9,37.3,64.8,69,33.8,9.2,0.465315789
58.5,4.2,19.7,82.4,17.6,37.3,60.6,27.5,68.3,0.04102429
41.5,7.7,39.4,61.3,23.2,0.7,24.6,27.5,91.5,0.309145272
50,40.8,9.9,63.4,46.5,32.4,31,66.9,7.7,0.242149726
45.1,21.1,30,3.5,33.8,21.1,70.4,70.4,26.8,0.361804157
24.6,62,46.5,16.2,31.7,56.3,65.5,8.5,19.7,0.423146248
31,12,31.7,71.1,4.2,4.9,14.1,67.6,71.8,0.260309696
77.5,16.9,18.3,52.1,3.5,11.3,96.5,71.1,14.8,0.050863098
2.1,2.8,13.4,22.5,8.5,15.5,93.7,41.5,95.1,0.298386514
28.2,16.2,29.6,30.3,47.2,34.5,93,63.4,2.1,0.323230743
80.3,11.3,4.9,91.5,2.8,38,38.7,78.2,26.1,0.008710693
85.9,27.5,8.5,97.2,5.6,8.5,50,0.7,66.9,0.00149211
97.2,19,1.4,94.4,12,50.7,35.9,35.9,31.7,0.003943949
21.1,5.6,62,48.6,79.6,16.2,67.6,14.8,8.5,0.472549409
19.7,21.8,35.2,54.2,19.7,41.5,81,26.8,21.8,0.112622932
5.6,4.9,40.8,7.7,42.3,36.6,65.5,33.1,39.4,0.433560759
64.1,19.7,9.2,76.1,16.2,7.7,95.8,17.6,15.5,0.002645345
89.4,21.8,12,59.2,0.7,50.7,10.6,54.9,16.9,0.071423844
9.2,0.7,7,12.7,12,3.5,97.9,64.1,40.8,0.24997288
1.4,3.5,22.5,17.6,35.9,2.1,61.3,23.2,64.8,0.347398043
53.5,7,2.8,57,6.3,49.3,39.4,43.7,28.9,0.038734652
8.5,33.1,40.1,9.9,44.4,8.5,64.1,19.7,3.5,0.334275424
37.3,13.4,4.2,71.8,20.4,16.2,78.9,22.5,12,0.003291022
40.1,13.4,21.1,27.5,64.8,5.6,2.1,49.3,4.2,0.361931562
12.7,2.1,24.6,28.9,33.1,6.3,58.5,21.8,36.6,0.284110039
27.5,8.5,18.3,35.9,1.4,19,92.3,42.3,6.3,0.03542456
